,id,name,popularity,followers,genre,first_release,last_release,num_releases,num_tracks,monthly_listeners
29321,6EHZvPTok8naktfL9MWaKi,final words of sorrow,0,75,death doom,2013,2017,2,4,10.0
29324,1yBMWATmDX7q6WX1EmtSi3,vophoniq,1,415,french dnb,2011,2012,2,4,246.0
29330,6hR5ITilH6Q5zU06yEepOG,jonnie common,1,1281,scottish singer-songwriter,2014,2017,4,2,332.0
29332,2P1OqKNHmAOg9RfAufNNkR,slick shoota,4,2377,footwork,2012,2022,9,2,1421.0
29344,0cn6VkZLNDY9WoxsczU4C4,tothe international,0,90,danish indie,1996,2006,4,15,39.0
29347,4yCQFEUap6EjSVM0jMdb3u,murat nagoev,16,282,epicore,2018,2024,6,1,10937.0
29348,6wxf6TuooxRP8hYmcAZAX6,marcella sembrich,0,434,vintage classical singing,1999,2013,3,1,81.0
29351,1GMAMIrQiVPbGPbTecdrhw,joshua trinidad,0,173,indian ambient,2018,2021,5,6,70.0
29352,4XqiDTxnoF69TkqNrNS1Rd,hallows eve,16,28268,old school thrash,1985,2006,5,8,10920.0
29353,7zYojeiCfuseHGA4IJ8qSk,pity sex,28,56718,"alternative emo, american shoegaze, ann arbor indie, bubblegrunge, dreamo, emo, grungegaze, indie punk, shoegaze",2013,2016,4,6,51164.0
29354,53RaPTbZOx2mBoZD6LLWIv,glass tiger,38,148415,"classic canadian rock, new wave pop",2012,2022,9,1,272328.0
29355,1WVv3ipBmDcKQZp2in33nw,out of system transfer,10,2397,"acoustic punk, folk punk",2014,2021,4,6,2082.0
29356,45oTTLSngQ6TUEMicZpeXD,dolenz,1,656,halftime dnb,2015,2023,11,3,484.0
29359,7Ho9ldCZU5NDAvEvWU56Wv,andrei krylov,37,21115,sleep,2022,2024,20,23,111541.0
29360,6P0XfugxQsF8vP6q7frbop,angelika milster,20,2509,german show tunes,1985,2023,11,1,21904.0
29362,7Hcpb3v0qhLHMXOIH82o2s,alan hewitt,11,1562,"deep smooth jazz, smooth jazz",2006,2020,6,1,3999.0
29367,1CXtxQpopANSqixiP1iXfe,bum motion club,15,2404,spanish noise pop,2018,2023,11,1,7169.0
29368,5GImm0oU5MkW7OHkb91jwu,wolfgang lohr,43,26850,electro swing,2017,2024,20,2,323371.0
29375,1N7uYpBFTTOHK9pJVRjR36,gebroeders ko,38,35093,"carnaval, levenslied",2012,2024,20,1,246197.0
29380,4oBEqfn6G3FVYfWrxy69vl,urskumug,0,231,"baltic black metal, deep folk metal, latvian metal",2008,2017,2,4,49.0
29390,7opSSXbFHlnoN8edZUv2YD,early hours,17,4712,"hopebeat, south african rock",2016,2018,6,1,20363.0
29394,34PLzyi7CdXUekiLHYyqXq,men without hats,49,242945,"classic canadian rock, new romantic, new wave pop, synthpop",1979,2023,19,4,1700655.0
29395,4eKGgKh9EX0DsZr7xt2pA7,rina megasari,7,971,indonesian city pop,1983,1984,2,12,2909.0
29396,0pFcrKrXXzkngcopj72vfk,beheaded zombie,0,96,russian death metal,2008,2009,2,11,10.0
29398,7jzZUwHIipUuNN5sw3Tlnt,dieter van der westen,4,374,dutch americana,2008,2023,12,1,375.0
29402,2NnCaqFN3lArZuglEuWNoR,brian irvine,2,99,irish contemporary classical,2017,2019,2,1,410.0
29405,1suIIDedjFJRuu8k7b55hZ,gayla peevey,28,6256,novelty,1953,2023,2,1,68034.0
29410,3p5nfUyEYsxx8izMCym07n,oh the larceny,52,157310,"bossbeat, rebel blues",2017,2024,18,5,1218769.0
29411,0jx4hPtb5enLdBDdHKuSgf,kottonmouth kings,43,340754,"horrorcore, rap metal, rap rock",2007,2021,20,21,293480.0
29412,3HCAcFMOAXLFYEfpTgQ20N,kdyn,25,2979,"bass house, bassline",2019,2023,20,1,56414.0
29414,4DO0vJg9aCzoOgCIDEifEu,them fantasies,20,3917,boston indie,2018,2023,13,1,21048.0
29424,5zx2slDKDXNn1e6779RzPd,knk,25,282483,"k-pop, k-pop boy group",2016,2020,11,4,35198.0
29427,6a2HcrBBLrhSq57wzuoXYr,minimal compact,16,12028,"belgian new wave, classic israeli pop, uk post-punk",1982,2022,11,1,7202.0
29430,515jixVUejdDMdg7XkBFrj,vindkaldr,18,2453,dungeon synth,2015,2021,4,9,7318.0
29433,6vySETEnHzUngcQrnkwI2F,devormity,1,349,indonesian death metal,2011,2023,5,5,291.0
29434,7ivHRtjxqJSmY6LrPqdtoY,oudja,1,242,belgian dance,1999,2016,3,4,473.0
29439,62V9PGJyCd8DyWyXSLzdpC,мертвий півень,29,24651,ukrainian rock,1992,2024,20,5,35481.0
29440,4nunOXRvpgaI1k0FdnQlDJ,яйцы fаберже,13,3724,"russian punk, russian ska",2004,2023,10,5,1689.0
29441,7jbMoazVfYbamtTKjolOzl,gwyn ashton,11,7896,power blues-rock,2000,2023,15,4,4290.0
29445,01xVhqpSuHMXiHWwby8ySK,isaac helsen,8,334,ambient synth,2014,2022,16,6,2939.0
29448,7Hvq85OU8T7Hsd63zNBwaL,black midi,41,256436,"avant-prog, brutal prog, crank wave, noise rock, uk noise rock, uk post-punk revival",2019,2022,16,1,189759.0
29458,5qfISwWNd9LH2hrEh6oanq,wasted fates,11,664,"experimental club, mexican experimental",2016,2020,6,4,210.0
29462,7fgsKQAU7cwro2jehaauZv,afternoon naps,0,351,cleveland indie,2009,2011,3,2,147.0
29466,1DfZ34LYlp8Q1VWSgDietf,어떤날,11,2550,classic korean pop,1986,1989,2,9,5590.0
29470,1YQiMR5M12HJ28hkJz7qnn,ailbhe reddy,28,13633,irish indie,2016,2023,19,1,50381.0
29475,2dDfFseA1yIJ9b8JPFTR6v,circadian eyes,6,3647,"cinematic post-rock, instrumental post-rock",2010,2018,12,5,1738.0
29476,2Vvj76fff5uAw10W1sW54W,the wldlfe,39,95710,"hopebeat, indy indie",2016,2023,13,6,176111.0
29477,76NxGLMryxH05lAFvjvwY6,vinterblot,1,1516,deep folk metal,2012,2016,2,10,253.0
29478,2NWdZqoCP7JdqxyjICBx1p,the garlands,0,325,twee pop,2012,2018,3,2,123.0
29480,44pUNjqg4mExLyFHnB3Bqf,pile,32,43945,"boston indie, boston rock, indie punk, noise rock",2007,2024,20,1,70082.0
29481,1zb4y7um4wbPBYUDDDadOO,pascal languirand,14,289,prog quebec,1978,2018,3,8,7288.0
29490,6vlV7S0nwSJP46J6Y6A3c4,los reconoces,18,5160,punk urbano,1996,2015,5,4,10888.0
29499,7elQkrS6SWvg4LF01G8Ru8,gerri granger,1,112,northern soul,2018,2021,2,1,413.0
29501,7hQwy8CWLxLlh0pw2tO4YW,niacin,15,10824,electric bass,1997,2013,7,15,13555.0
29503,08Gqv5u3Di7BcPRzc0mQZg,giovanni lindo ferretti,17,14490,italian alternative,2000,2023,9,1,7399.0
29508,7FMCfu4mkrKZd36Pj4lZla,coro del teatro alla scala di milano,35,7666,"opera, opera chorus",1997,2023,20,35,32868.0
29510,0GutRVONcyyBj1WduodFc6,vico c,58,287432,reggaeton,1990,2023,20,17,2859464.0
29511,1MMbv4LTpwbh2APtXuwaZN,zene the zilla,32,32189,"k-rap, korean hyperpop, korean trap, korean underground rap",2018,2023,20,1,48855.0
29514,3ATnyjoo0l6bdrHKz93FqX,escroto de rata,5,1537,hardcore punk espanol,2009,2015,2,9,1207.0
29521,5hDk0tmHcwXoLTAGK9I57R,crocodile god,1,215,deep orgcore,1994,2019,12,5,48.0
29522,22bUAcy8T810uVtM7IUzkV,michel pagliaro,28,9274,chanson quebecois,2010,2013,14,28,65987.0
29524,6FFxWKoDLXmhnItgzFRf0u,nightfeeder,11,1367,stenchcore,2021,2024,3,4,2504.0
29525,50WjSO2K4D7o3jzIIJoDrx,geraint jarman,5,1012,welsh rock,1976,2020,19,5,796.0
29527,4PwWDuBaJEmRwCBiMeXUsu,villanova,23,6844,rap cristiano,2016,2024,20,3,19645.0
29530,3nh4OqPACop2jH8TlMuig9,kathy reid-naiman,20,2491,children's folk,1997,2023,14,35,9434.0
29531,1Hk2SN1UWBeajoJBNMCial,dwynell roland,13,1508,minnesota hip hop,2016,2023,20,1,3964.0
29538,4Rsc288EiJrYaUwQMENLVh,peter schaap,14,610,vintage dutch pop,1974,2006,7,2,11983.0
29539,3BEV5FcxOtkQJ7lLRKMh3V,tyler hubbard,63,167862,"contemporary country, modern country pop",2021,2024,16,1,5673004.0
29541,7y7fXMf0viI4KxjcPQaNSR,viola valentino,38,37932,classic italian pop,2005,2023,20,1,297495.0
29542,3Yr3yzpgJUMfM8LVvBezXj,elderwind,21,19757,"ambient black metal, atmospheric black metal, autonomous black metal, epic black metal, russian black metal, voidgaze",2012,2024,6,4,10336.0
29544,6QKeymKBlijyJhfOi1smqB,marcapasos,40,13726,pop house,2016,2023,20,2,335250.0
29547,2p1fiYHYiXz9qi0JJyxBzN,skepta,70,1275854,"birmingham grime, grime, instrumental grime, uk hip hop",2007,2024,20,2,6010464.0
29549,1otleRGxIU5q64yzCNUHsi,michie one,37,882,uk reggae,2007,2017,2,1,214752.0
29551,7q0bttnSm6LD4zu9RoPEkz,dualizm,36,1988,lo-fi jazzhop,2022,2024,20,1,146785.0
29552,0FdVsyi9ZZmkdfz8n6uvk9,haydn trio wien,3,95,classical piano trio,1985,1988,4,4,855.0
29553,5AMzVzKtQNDadTzdTF7m40,a lifelong journey,0,167,modern progressive rock,2018,2019,3,1,38.0
29555,03DFhQfSXOEhhVN6CNTPaW,根岸貴幸,22,2092,shojo,2018,2018,1,39,16629.0
29558,1ItjBlIR8jFMDpuQyubqW4,tim clewz,1,212,hard house,2006,2021,20,2,496.0
29559,57oTHEmSISATSwS9DsUZbd,nacho lovers,0,156,canadian house,2008,2010,2,4,108.0
29561,27cAR2QA0zM5v0KL9JNWwe,adelphi music factory,33,10585,uk house,2021,2024,20,2,131613.0
29562,1kNOtUhIrADrJSBAbheOjj,cloaka company,9,1576,spanish hip hop,2003,2003,1,16,1466.0
29567,6RutswK0vkC0aMKCPRvY9E,bill brovold,0,233,tzadik,2000,2023,5,10,80.0
29572,7JwYttIskt6WYcO07J1X1L,cryobiosis,13,1946,dronescape,2013,2014,2,12,1138.0
29573,5rLPOGAX2UQOdytJTLqPor,kirk knuffke,9,1606,modern free jazz,2012,2024,20,12,3083.0
29574,2j72t3vN5xAeKaSyssN6Co,elinborg,12,2505,faroese indie,2015,2023,8,4,4408.0
29575,1uLzpsOvssytQx1pUJMXA0,total fury,1,538,slash punk,2002,2002,1,14,128.0
29576,4493SpWaTDk59P7FRm0rfR,северо-восток,0,223,russian folk rock,2015,2015,2,14,72.0
29578,1mpOD8ZwHnbsryIuXWq0R1,zeynep bastık,66,2046752,turkish pop,2020,2024,20,1,5651241.0
29580,2jMYTBTCSNYaCYy54mLc6I,el último de la fila,54,504927,"cantautor, spanish new wave, spanish pop",1980,2023,15,2,1037661.0
29590,7dP7qNfHowP143GPBag31y,sean maguire,6,935,jig and reel,1997,2019,6,5,2571.0
29591,633wBWQrbgm4Tugw7MmsgA,the flight,41,8696,video game music,2013,2024,16,4,182799.0
29592,6SsJ1QLJJU7OnRJrjQIhZv,cengizhan sönmez,2,843,turk sanat muzigi,2009,2019,4,14,575.0
29596,3WLUyDqIO1ihcIgNzIu6ZB,tempura,36,7794,lo-fi cover,2020,2021,20,1,119085.0
29597,68OgzHNWincRgDt0juUEwU,john surman quartet,0,162,ecm-style jazz,1994,1994,1,8,90.0
29605,19mf07jh2RiWK7WtUwt5FV,vinyl jacket,0,279,newcastle indie,2014,2014,1,4,24.0
29606,3LrEd7O4tB35VAR0ZKz0cH,charles gayle,5,3322,"avant-garde jazz, free jazz, jazz saxophone",1992,2024,13,5,1168.0
29607,1DXO9tl7mebiGlF0k7c9pw,todd glass,25,9163,"comedy, deep comedy, new comedy",2009,2013,2,14,25163.0
29608,1eDFNPc0Y0eMbG03c89Dmw,busta flex,31,51861,french hip hop,1998,2024,20,1,88603.0
29609,2XoGO4QcRyFI1Df8exDo7Z,devin di dakta,30,4249,riddim,2016,2024,20,1,30328.0
29610,5C9sHCqYRrpC1foQuhU7jC,little nobody,1,187,japanese techno,2001,2013,20,3,250.0
29616,1j6ggrOqodKykuMFwJg5kL,sue ellen,17,3105,acoustic cover,2009,2009,1,11,13662.0
29619,1dfeR4HaWDbWqFHLkxsg1d,queen,81,49487244,"classic rock, glam rock, rock",1986,2022,20,16,51787211.0
29621,1OsqpxG1mezAG9BGfN5zkA,brendan behan,3,788,irish rebel song,2008,2008,1,30,776.0
29626,7cYClwnBRfOxHG5rsIql9m,freshie,27,19291,rage rap,2019,2024,20,1,53977.0
29628,3jmh6dena7pZQpjUnlKcrD,ivory,43,9616,"gothenburg hip hop, swedish drill, swedish gangsta rap, swedish hip hop, swedish trap, swedish trap pop",2013,2024,20,3,299754.0
29631,0aUQnP4HhUQXcurZl9GJIA,vijay yesudas,62,2498825,filmi,2002,2024,20,1,6366502.0
29632,1Gzap6s2Hsgb4SX7uGDPA6,elzadie robinson,0,69,"classic female blues, pre-war blues",1994,2015,3,22,147.0
29633,70PpOSePHXISY6UFBJt3K0,daso,27,22628,german techno,2006,2023,20,2,61927.0
29636,4Ls0w6MHBq0YSl5IbTfFm0,robbie tronco,12,685,vogue,1998,2023,15,1,3938.0
29640,0zbxehhl5wjxmgJcS4StQh,lost bayou ramblers,16,7608,"cajun, zydeco",2003,2019,11,1,6338.0
29649,3hjVUCo820MvbrZ1Y987XT,zort,0,42,glitch beats,2005,2005,1,10,142.0
29654,03xKZpOUZOQjf7g5WBN4ee,sonar,18,4988,polish indie,2016,2022,13,5,16760.0
29655,4iqi0KgCoN8GLNSrrh7ylI,hussain,10,199,nasheed,2009,2023,9,6,2300.0
29669,6apoblmJQDRAiesOMJCq2e,naked,11,1034,swedish melodic rock,1996,2024,20,5,5285.0
29672,0upXUo04k4k8bGVSkmgrSc,aṣa,45,273131,"alte, neo soul, nigerian pop, pop soul",2008,2024,15,2,346812.0
29674,3TnuC2JOTxhH8c467ylBks,dirty,28,122093,"alabama rap, dirty south rap",1999,2023,19,1,52217.0
29675,3PFWkcHs65QCGU07BpfnSm,dem,21,13624,romanian trap,2020,2021,3,1,20265.0
29681,7dQNPdkq99QGiUIMmRjqur,i am,26,31271,"blackened deathcore, deathcore, metallic hardcore, texas death metal",2015,2022,9,4,23334.0
29684,4UD8MDe0kMu0QPtMUzeaEE,son,34,2087,tropical house,2020,2023,20,1,166190.0
29687,27Y8ucj3Ev56vnIRSSMik9,gram,26,1862,j-core,2019,2023,8,1,32552.0
29698,1ZifDioxuw9r3U1e99aUQ0,hamo,13,1346,rhythm game,2012,2020,5,4,10619.0
29702,5zEuzw6dwKcnNtXahckDXi,source,8,5127,progressive alternative,2014,2023,10,1,1798.0
29710,5nz2kMVyExNkTd5PqTbcBo,moth,13,5742,deathstep,2014,2014,3,4,6226.0
29713,3bxjlp8BLX4eAAubsK06gt,life,17,6132,blackened screamo,2017,2021,6,4,7284.0
29717,78NIlr2I6xuCIikdFlNmWN,pow pow,6,1218,oslo indie,2010,2019,8,2,2243.0
29719,0xj1FHJ7DBadNhl2LCq1oo,kaufman,11,3707,"italian indie pop, milan indie",2011,2024,20,1,4983.0
29721,6dKPNkSEQOrRRvZz63Y47F,oscar,54,293100,romanian trap,2020,2024,20,1,275186.0
29724,1e9E4tGNxrzTxuImKufdqr,cooper,18,187,ugandan gospel,2019,2022,6,1,17074.0
29731,1UzKSuyOqKgUupcNNEtnF1,stornoway,32,49293,oxford indie,2010,2024,19,2,87841.0
29737,070AvN8e3WycppehEutQao,qayaas,12,7521,pakistani indie,2011,2011,1,13,9367.0
29738,4yP0V1SHQt3qCzRBNtsUYc,david macejka,0,76,darbuka,2003,2015,7,13,38.0
29742,0C4EQUiXmIPwP4PVILIruQ,saigon blue rain,10,3580,dark post-punk,2013,2023,12,5,3011.0
29743,00WEbQMBzMtwbccrSjQwhJ,damma beatz,34,12171,"chill beats, trap beats",2019,2024,20,3,102196.0
29750,2KRtcParcfvUYXcCAueULl,noori,32,440675,"classic pakistani pop, ghazal, pakistani pop, sufi",2010,2023,10,1,151056.0
29751,1VzJXXVXsYbEK773GWSoND,martin jones,47,4432,british classical piano,2018,2024,20,8,1023236.0
29752,5B5Z5Y35CRtQSLn67QJYrz,krahnholm,1,907,russian black metal,2013,2023,4,4,195.0
29761,0w8jfjckFjwtKLRkX9NT2K,elder dayán díaz,47,340765,vallenato moderno,2014,2024,20,1,810880.0
29762,6sq1yF0OZEWA4xoXVKW1L9,alejandro fernández,72,7412881,"latin arena pop, latin pop, mariachi, mexican pop, musica mexicana, ranchera",2000,2021,20,13,14335313.0
29767,7AqWxtTmBmwZkncdeybX2n,the london double bass sound,3,691,contrabass,2009,2009,1,15,878.0
29772,49X2CYCsPvxOFgg6if54ku,xoán curiel,0,272,galician indie,2008,2023,7,1,41.0
29778,7xi3a93AbjlY2v3VjhddfE,mortal decay,12,11370,"brutal death metal, deathgrind, goregrind, new york death metal",2010,2019,5,9,3696.0
29783,388CTm0iyVyFSVTSYp2MFR,ruínas de sade,0,528,"brazilian stoner rock, rock catarinense",2016,2023,2,1,69.0
29785,6hlbzDiiIjbZUWFrD5ItLo,bizkit,24,5909,beatboxing,2022,2024,20,1,8750.0
29786,7L9rkfgXtE9ZlOF9hLqVlR,el-a-kru,5,2274,soca,2003,2009,8,12,1621.0
29787,7zejo99XCAwPzycPCCaoM8,michael nyman band,25,10990,"compositional ambient, modern performance",1981,2018,10,7,29414.0
29789,29KgWvoKiNJJDixLiOQ9Tr,pressure 4-5,13,8164,"hard alternative, nu metal",2001,2001,1,11,7345.0
29791,4VA7bEPNJsBNl506xt3B1Q,emmanuel krivine,21,755,orchestral performance,2006,2018,20,109,14696.0
29792,5kvGYraWFlXs2Jbt1Kphn8,gippy grewal,54,2827671,punjabi pop,2006,2024,20,1,3110679.0
29793,1nliaBbUNF7ouXtR64894c,jakaan,6,1739,"full on groove, psychedelic trance",2016,2023,13,2,1732.0
29795,4E653XDFNhfX7sIlJWCiwb,jasper de ceuster,36,5224,chillsynth,2018,2024,15,1,113254.0
29796,2aIPQyKrN3oVev1kHudiai,brendan james,27,34663,acoustic pop,2008,2024,15,1,58856.0
29797,6OMzm6m3FqYxpnnYTWHJGO,desert star,32,7092,gaming edm,2018,2023,8,1,95827.0
29798,7DziQHfQYLS6Iv018KLOVo,pase rock,40,6556,ambeat,2002,2005,2,6,12350.0
29801,7N204QRVuZ3LCoVkKRPf1T,beleaf,27,17251,"christian hip hop, christian trap",2009,2023,20,1,33150.0
29803,4VWe0PIuuQZx4xCrAFn6nH,previous love,2,644,buffalo ny indie,2017,2024,15,5,379.0
29805,6k4D2evc9SDkkAIpSkExk9,povl kjøller,27,3390,"bornesange, danish pop rock",1977,2013,8,14,42929.0
29810,46L93OJyHycFXSR6OpI8FF,atay,6,1486,atlantic canada hip hop,2017,2021,6,1,1357.0
29811,0yvv4X50EAvvzYIEhdyCx2,great falls,10,3942,"mathcore, noisecore, post-doom metal",2012,2023,15,2,2340.0
29817,0DC0A2HrrvnY5NafcPzJbC,one day,23,16197,"australian hip hop, australian reggae fusion",2014,2023,3,1,37667.0
29818,09TC4d32MrOmFi0xm85pBT,blanche selva,0,54,historic piano performance,2013,2018,2,16,38.0
29819,1nnE2lGYG76mpsqsi64XWR,eschaton,6,1309,"drumfunk, experimental techno",2014,2024,20,14,1486.0
29820,5uClawmMSpYxE9Lot2vOl2,sozo,26,48950,adoracao,2014,2020,16,1,43756.0
29822,4ZgeToAgMie9pA2Glq14Uf,edward r. murrow,2,226,oratory,1969,2014,3,16,313.0
29823,5czW6bitDSKbNBNDizRT9p,marty friedman,36,128598,"instrumental rock, shred",1988,2024,20,1,122744.0
29826,1FD9luMhbEejbTHDvcC3pf,opus v84,0,101,glitch pop,2016,2021,13,1,242.0
29830,1F3AxNIIccfck4Om138WFM,special favorite music,17,20169,"city pop, japanese indie pop",2015,2023,15,2,10967.0
29832,4Gx6psdOT5MIq5TDVf9As9,des geyers schwarzer haufen,15,2515,medieval rock,2000,2021,8,13,8327.0
29838,1g0jeVx0irpIIjoOEflsHj,shaka loveless,39,103765,"danish hip hop, danish pop",2012,2024,14,1,204332.0
29840,3t7lCLDraWpcK4U5TWUUdA,blues delight,39,16100,blues-rock guitar,2006,2023,5,1,322548.0
29841,0sd1BbRv0xfCkmCOkb436z,july for kings,9,4333,grunge pop,2002,2015,4,13,2657.0
29844,1AX6nZgmXrze5TNQxvZs4s,minimal criminal,9,8850,zenonesque,2010,2020,13,1,2692.0
29845,2BIvyKmXBTeQFyf18Lgtq9,胖虎,23,5607,chinese viral pop,2019,2022,18,2,33325.0
29849,5wxu3Jfe984jGPJrM18Txg,theodis ealey,27,31300,"southern soul, southern soul blues",2002,2022,20,1,46495.0
29853,5RO3il4O2kpXI6nAfLT9xr,mark & lukas,20,2781,progressive trance house,2019,2023,20,2,10422.0
29857,72WEa47KMBqUEwvqpG6Mmp,xavier darasse,15,132,chant religieux,1998,2001,2,42,17986.0
29858,4z8y2MjTFwLa73dABYP1io,gabber modus operandi,16,14839,"deconstructed club, fluxwork, indonesian experimental, nu gabber",2018,2021,4,1,7029.0
29861,1t7mdRbvflM5966YVfyk1X,muddy magnolias,17,12335,modern blues rock,2015,2022,6,1,17468.0
29864,0JNdLWt83suen9AAIDCvxu,chastisement,2,1230,"swedish death metal, swedish melodeath",2004,2017,3,11,416.0
29866,7oGtgTUv5NHkpOvfpn5Jtx,carrot lights,0,26,estonian jazz,2014,2014,1,12,24.0
29868,5MQsxr7sbsewUTIEEYxauR,steve taylor & the perfect foil,9,3366,deep christian rock,2014,2014,1,11,1981.0
29870,5Zly5j72BTO6psXGz12qSt,john lunn,43,13000,"british soundtrack, scorecore",2014,2024,17,1,284126.0
29874,007MmXwT1HwcXwuyROgNJb,fred engay,47,9976,pinoy singer-songwriter,2021,2024,20,1,501189.0
29875,5iOoSRqb91riX3GdScM3WK,nodja,13,902,rap inde,2014,2023,6,1,2046.0
29876,1dPDBunmqf8bS4t29xLob7,the lumberjack feedback,5,974,double drumming,2014,2024,6,2,967.0
29877,42AxwqAbjgVFBnUbaLdYUt,brendan grace,16,2277,irish country,1909,2020,20,12,6202.0
29885,46wLHy2VcNbNI83HfaUEkS,a.skillz,23,15767,breakbeat,2003,2023,13,4,30524.0
29886,1o2adyg3lyHIvzmXL3ALmB,enkidu,6,189,"nordnorsk rap, norwegian hip hop",2020,2024,20,1,415.0
29891,5JnjssuFBg104paXN0mKKn,patterson hood,25,17209,alternative country,2004,2024,5,1,33584.0
29897,2GaM9ww6p0aBZ8omjfINAH,gravemind,30,32797,"deathcore, melodic metalcore, metalcore, progressive deathcore",2015,2024,9,5,78111.0
29899,7bffNqIowwXntusgqnxlal,xiomara alfaro,16,3214,"bolero cubano, musica tradicional cubana",1964,2022,20,12,17490.0
29908,1DptMAbvFajxK4ZObg1OdA,éric serra,43,35628,"french soundtrack, vintage french electronic",1986,2024,20,18,464820.0
29910,2vKHgnRVSihViAiYJhLut2,ray pizzi,0,80,spiritual jazz,2015,2017,2,10,34.0
29911,7umulFw0J3L4nqMCh3fyMn,peter petrel,6,1127,classic schlager,1986,2015,20,2,2060.0
29917,4syH5TGNVyyHSmCMvCtG6v,erotic novels,0,84,new jersey indie,2017,2018,2,5,21.0
29920,2AuqsNtCjF7TS0uy0N1jmS,rogier pelgrim,3,1228,"dutch americana, dutch singer-songwriter",2012,2024,5,1,727.0
29921,2E701AAAlg7LthbISEZv0N,rory in early 20s,52,184945,glitchbreak,2019,2024,20,1,513218.0
29923,7bI1v9NGBBhq8iGfytctni,squirrel flower,43,40083,"boston indie, bubblegrunge, countrygaze",2015,2023,20,1,242053.0
29930,34ruF1g7Hs02olr5oEYiJ5,the semi colon,2,528,afro psych,2011,2011,1,1,866.0
29934,5cZlWyxYXXcKO1PwfaeAWz,tallsaint,0,574,leeds indie,2018,2020,8,1,238.0
29941,1kBnovqTZ3bewgtQM4ARVM,mayapuris,30,32195,hare krishna,2010,2023,11,1,70179.0
29943,1lm8capAl0Jvx4cZiHSL8B,wolfshead,0,127,"finnish doom metal, oulu metal",2012,2012,2,4,79.0
29945,16haAKwdzQGlVMQJlQydLP,zafer dilek,16,4936,turkish psych,1971,2023,9,1,11128.0
29949,7gSCtDiDLABfTqTc1OYjKd,manny manuel,33,114336,"merengue, salsa",1994,2024,20,1,103955.0
29951,7jxJ25p0pPjk0MStloN6o6,blind guardian,51,713891,"fantasy metal, german metal, german power metal, metal, power metal, speed metal, symphonic metal",1988,2024,20,4,787477.0
29952,0Ji9UnUbNsmjFl2IOUOVzZ,mattis kleppen,3,450,norwegian folk,2013,2022,5,14,370.0
29953,0lb59tIBwWrDfP6X956pkK,jimmy paige,25,6280,"k-rap, korean trap",2023,2023,1,1,40045.0
29955,5h7hI0tEWe8N2rAp78jiGN,jussu pöyhönen,8,347,laulaja-lauluntekija,2021,2023,6,1,2436.0
29957,3NCYBluzDo4K5JNm2vHmgM,grand ensemble koa,0,70,experimental big band,2019,2019,1,8,7.0
29959,4xFBgDutMQfdHmdMIZyFU7,pro fide,10,1341,finnish worship,1980,2023,16,4,1558.0
29960,7k7AFLI13ChqpIlQGI1lJo,underground canopy,41,11016,uk contemporary jazz,2019,2024,17,1,477125.0
29963,0OTF7Y79QlRSd8wb9rE3Wv,ikhwani safaa musical club,2,716,"taarab, tanzanian traditional",1992,1992,1,10,333.0
29967,4Ci4iocESnJs9M0L5KpcGc,knowledge the pirate,25,11680,"boom bap, drumless hip hop",2010,2024,10,1,6673.0
29972,5fU9eUYTDNf74lqA1ROuHd,the eight minutes,5,388,traditional soul,1972,2022,2,2,1681.0
29973,6NRfLaZcv4FKNEwMDCsbf5,5 reasons,23,5229,nu disco,2013,2021,14,2,23958.0
29975,1UcnqGnaYndy5Iyaq2oHS5,anjey satori,9,1298,"meditation, tone",2005,2021,20,2,3614.0
29979,5dsOXwelO0NuNIiz289k6d,the receiver,1,1198,"columbus ohio indie, jangle rock",2006,2019,6,1,282.0
29982,1lYMdUQTaVB8JmtJaWfrv2,antichrist,9,4519,"black thrash, new wave of speed metal",2011,2020,3,6,3317.0
29985,1MlV4b7HGi4AiZWXholyVu,ishdarr,33,70351,"canadian hip hop, milwaukee hip hop, underground hip hop",2015,2024,20,1,142702.0
29989,7CXc7Ia5Mjd3ySx3RtrIWR,autodidakt,11,2657,"dark clubbing, electro trash",2004,2021,20,1,6940.0
29991,2X3iGzZBieUQtNzLcWqKtY,némanus,35,17063,classic portuguese pop,2007,2024,20,1,85693.0
29993,2qATSoNFfzMaTEZFfJpG4c,smu,64,10606,funk mtg,2020,2024,20,1,8065127.0
29995,3eCbjMCl079pmtW3KaoxLs,beatboxx,8,81,garage house,1991,2024,5,4,3486.0
30003,6jdC0EtYmY3QXcf5bejYGC,stephen geisler,32,1232,sad lo-fi,2022,2024,20,1,99522.0
30010,6hzbZzkzaL8nzBWqiqUDzH,arkansas gospel mass choir,8,9830,praise,2009,2019,4,1,3692.0
30013,6JP6LrgvTOWrGZvgGOjCwM,bbc singers,16,1101,"british choir, chamber choir",2010,2023,20,28,9600.0
30015,4kILdwom30L1UePQVuqBZ9,engulf,5,2084,"cavernous death metal, technical brutal death metal",2017,2024,6,2,1283.0
30017,69RKgLXltPH1YMrxTC4bwj,g-35,9,935,norwegian country,1988,2022,16,2,2239.0
30022,0L71aC3Nv2rm28JRSklQEn,algaion,1,1335,"dark black metal, swedish black metal",1996,2010,3,4,209.0
30026,2YkKzgHa7xT6aW8QaSsQMd,kitty kat,46,89033,"frauenrap, german hip hop",2009,2024,20,1,275023.0
30029,5qjsbSnuBPdr2cWMFQP8Tb,paul ritch,19,42785,"acid techno, deep minimal techno, french techno, minimal techno, techno",2013,2024,20,3,24581.0
